G,Temp (F),,,,,,G,Temp (F)
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.009484,87,,,,,,1.009484,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.064145,87,,,,,,1.064145,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.065308,87,,,,,,1.065308,87
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
1.016462,89,,,,,,1.016462,89
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.897836,88,,,,,,0.897836,88
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.731527,89,,,,,,0.731527,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.529165,89,,,,,,0.529165,89
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.309358,86,,,,,,0.309358,86
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.089551,81,,,,,,0.089551,81
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0.002326,79,,,,,,0.002326,79
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,76,,,,,,0,76
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,74,,,,,,0,74
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,71,,,,,,0,71
0,69,,,,,,0,69
0,69,,,,,,0,69
0,69,,,,,,0,69
0,69,,,,,,0,69
0,69,,,,,,0,69
0,69,,,,,,0,69
0,69,,,,,,0,69
0,69,,,,,,0,69
0,69,,,,,,0,69
0,69,,,,,,0,69
0,69,,,,,,0,69
0,69,,,,,,0,69
0,69,,,,,,0,69
0,69,,,,,,0,69
0,69,,,,,,0,69
0,69,,,,,,0,69
0,69,,,,,,0,69
0,69,,,,,,0,69
0,69,,,,,,0,69
0,69,,,,,,0,69
0,69,,,,,,0,69
0,69,,,,,,0,69
0,69,,,,,,0,69
0,69,,,,,,0,69
0,69,,,,,,0,69
0,69,,,,,,0,69
0,69,,,,,,0,69
0,69,,,,,,0,69
0,69,,,,,,0,69
0,69,,,,,,0,69
